BOE_Prodoction_2 year cum,BOE_Production_6mon cum,TOC,Permeability...d.,Brittleness,Porosity,Thickness,Vclay,TVD,Surf.Lat,Surf.Lon,Lateral..ft.,GPI (gross perforated interval ft),Proppant.per.GPI..lb.ft.,Fluid.per.GPI..gal.ft.,Total.Proppant.Volume,Total.Fluid,API.Gravity,Fluid.Type
143626.5,81406,3.29,0.43,27.9,0.073,122,0.25,9134,28.47091,-99.11092,8907,8351,1545.204167,1544.258173,12904000,12896100,43,XLINK
180575,73377.5,3.42,0.44,27.9,0.075,112,0.24,8445,28.54406,-99.09157,5125,8046,646.5324385,769.5309471,5202000,6191646,42,XLINK
168960,70021.5,3.42,0.44,27.9,0.075,112,0.24,8452,28.54413,-99.09153,7902,8411,665.5570087,829.5823327,5598000,6977617,42,XLINK
207624,105405,3.55,0.38,25.1,0.079,153,0.25,11229,29.2293,-97.50511,3428,3570,2588.235294,2367.943697,9240000,8453559,45,SLKW
163923,59099,2.31,0.09,30.6,0.053,97,0.28,8554,29.15658,-97.76689,6919,7188,2085.698386,1624.414858,14992000,11676294,37,SLKW
161822.5,61738.5,2.31,0.09,30.6,0.053,97,0.28,8547,29.1566,-97.76678,7020,7265,2180.316586,1687.301583,15840000,12258246,38,SLKW
105963.5,38135,2.31,0.09,30.6,0.053,97,0.28,8564,29.15656,-97.76698,6771,7002,2112.824907,1686.538132,14794000,11809140,37,SLKW
153729,79658.5,3.53,0.38,26.4,0.079,150,0.25,10572,29.21533,-97.55204,4803,4893,2333.537707,1925.296137,11418000,9420474,44,SLKW
156992,73076.5,3.92,0.59,25.4,0.086,142,0.26,11743,29.06465,-97.70328,3099,3141,2004.457179,1438.968481,6296000,4519800,45,XLINK
521013,324724,3.44,0.4,27.3,0.076,132,0.27,10666,29.08551,-97.74376,5878,5946,3083.753784,2410.535822,18336000,14333046,43,SLKW
270874,151540,3.55,0.39,25.1,0.079,153,0.25,11232,29.22934,-97.50502,3478,3499,2416.690483,2395.489854,8456000,8381819,45,SLKW
374796.5,233416,3.44,0.4,27.3,0.076,132,0.27,10635,29.08546,-97.74384,5239,5247,3087.859729,2492.264151,16202000,13076910,43,SLKW
169796.5,76344.5,4.32,0.71,26.7,0.093,158,0.21,7039,28.2231,-99.91233,7258,7264,991.4647577,584.7617015,7202000,4247709,53,XLINK
132577,85265,3.92,0.59,25.4,0.086,142,0.26,11735,29.06463,-97.70334,2930,2931,1780.279768,1210.300239,5218000,3547390,45,XLINK
223238.5,117249.5,3.55,0.39,25.1,0.079,153,0.25,11226,29.22935,-97.50493,3561,3556,2156.917885,2253.497469,7670000,8013437,46,SLKW
193198,99630.5,3.07,0.28,27.9,0.068,83,0.28,8836,28.75879,-98.50584,9424,9311,1537.965847,1483.52787,14320000,13813128,35,SLKW
138680,61060.5,2.6,0.03,16.6,0.057,389,0.45,8294,30.56254,-96.5117,7987,7872,3696.392276,3163.360772,29098000,24901976,41,XLINK
151707,79887.5,3.84,0.59,29.4,0.084,133,0.2,7296,28.07009,-99.93343,7895,7728,1502.329193,800.1415631,11610000,6183494,53,XLINK
440178,190974.5,4.07,0.61,22.3,0.089,181,0.22,12736,29.20139,-97.41255,4873,4748,1719.460826,1178.100463,8164000,5593621,53,XLINK
837876.5,233244.5,3.8,0.43,22.4,0.082,162,0.28,12808,29.08013,-97.56611,6332,6143,2594.172229,1957.322644,15936000,12023833,53,XLINK
170760.5,86691.5,3.29,0.3,27.1,0.074,141,0.26,9903,29.21668,-97.57587,4145,4015,2291.905355,1792.390535,9202000,7196448,40,SLKW
131838.5,75872.5,3.83,0.58,29.5,0.083,133,0.2,7301,28.06754,-99.93534,7849,7595,2062.146149,970.4202765,15662000,7370342,55,XLINK
103035.5,54128.5,3.83,0.58,29.5,0.083,133,0.2,7299,28.06749,-99.93534,7812,7550,1485.298013,733.4280795,11214000,5537382,56,XLINK
666210,219815,3.8,0.43,22.4,0.082,162,0.28,12845,29.08018,-97.56608,6384,6144,1632.8125,1025.620768,10032000,6301414,50,XLINK
105737.5,54510,2.9,0.22,29.4,0.065,127,0.27,9727,28.53179,-98.74238,6692,6367,2084.184074,1940,13270000,12351980,39,SLKW
349916.5,247543,4.42,0.67,25.8,0.095,176,0.22,6522,28.25345,-99.95169,6731,6373,1402.793033,823.4126785,8940000,5247609,47,XLINK
779569,242049,3.8,0.43,22.4,0.082,162,0.28,12836,29.08023,-97.56605,6496,6144,2534.505208,1832.614583,15572000,11259584,58,XLINK
287942,147465,3.67,0.57,27.7,0.081,119,0.22,8779,28.50094,-99.0267,7467,7058,2236.894304,1691.520544,15788000,11938752,39,SLKW
848696.5,253983.5,3.8,0.43,22.4,0.082,162,0.28,12910,29.08008,-97.56613,6497,6141,2594.040059,1876.261358,15930000,11522121,53,XLINK
192001.5,70113,3.29,0.43,27.9,0.073,122,0.25,9141,28.47089,-99.11087,9168,8651,1939.428968,1508.742342,16778000,13052130,43,XLINK
182518,107811,3.65,0.53,28.7,0.082,150,0.22,11154,28.64634,-98.28693,4942,4662,1984.984985,974.8311883,9254000,4544663,46,GEL
243629,115717,3.67,0.57,27.7,0.081,119,0.22,8781,28.50094,-99.02659,7491,7052,2183.494044,1866.921441,15398000,13165530,39,SLKW
38795.5,15135,3.1,0.34,25.2,0.068,114,0.34,7347,28.57483,-99.35403,4845,4560,1779.824561,1269.536842,8116000,5789088,35,XLINK
264459,181565.5,4.42,0.67,25.8,0.095,176,0.22,6540,28.25361,-99.95169,6787,6387,1383.121966,844.6096759,8834000,5394522,49,XLINK
137610.5,68495,2.9,0.22,29.4,0.065,127,0.27,9720,28.53179,-98.74249,6539,6152,1970.741222,1925.27357,12124000,11844283,38,SLKW
123711,80646.5,3.65,0.53,28.7,0.082,150,0.22,11151,28.64643,-98.28676,4798,4504,1162.966252,674.741119,5238000,3039034,46,SLKW
145804,78628,3.29,0.44,27.9,0.073,122,0.25,9125,28.47093,-99.11096,8721,8167,1555.283458,1537.198971,12702000,12554304,42,XLINK
34572.5,10293,3.1,0.34,25.2,0.068,114,0.34,7355,28.57489,-99.3539,4792,4465,2035.386338,1349.310862,9088000,6024673,35,XLINK
21255,8898,3.08,0.33,25.1,0.067,114,0.34,7370,28.57925,-99.34483,4847,4507,1947.637009,1299.078766,8778000,5854948,35,XLINK
170942,66880.5,3.29,0.44,27.9,0.073,122,0.25,9118,28.47095,-99.111,8448,7817,1553.28131,1488.112063,12142000,11632572,42,XLINK
119205.5,77135.5,3.43,0.5,28.3,0.077,127,0.23,9274,28.43488,-99.0897,5679,5236,2106.569901,1285.961803,11030000,6733296,43,XLINK
176520,70111.5,4.32,0.71,26.7,0.093,158,0.21,7044,28.22302,-99.91233,7803,7112,973.8470191,557.8345051,6926000,3967319,52,XLINK
105598,39877.5,4.48,0.92,27.6,0.097,101,0.17,5710,28.85003,-99.43152,6881,6267,1876.176799,1158.41184,11758000,7259767,30,XLINK
47244.5,12927,3.08,0.33,25.1,0.067,114,0.34,7375,28.57929,-99.34475,4790,4355,2000.459242,1370.039495,8712000,5966522,35,XLINK
72856.5,48331,3.43,0.5,28.3,0.077,127,0.23,9271,28.43488,-99.08963,5558,5034,1145.411204,707.8033373,5766000,3563082,42,XLINK
258017,130734,3.23,0.42,30.1,0.072,118,0.23,12171,28.91242,-97.87909,3615,3272,2103.300733,3028.505501,6882000,9909270,47,XLINK
89657,38625.5,3.08,0.33,25.1,0.067,114,0.34,7378,28.57934,-99.34467,4852,4391,1867.000683,1395.14097,8198000,6126064,35,XLINK
444625.5,233924.5,4.08,0.62,22.2,0.089,182,0.23,12723,29.19977,-97.41217,6087,5495,1283.712466,1158.395632,7054000,6365384,50,XLINK
233940,105335.5,5.14,1.09,24.2,0.11,247,0.22,13271,28.87116,-97.73252,5979,5367,1462.269424,1232.184833,7848000,6613136,60,XLINK
111212,46025,3.4,0.49,28.4,0.075,121,0.24,9054,28.47879,-99.10172,9107,8127,892.8263812,1043.627907,7256000,8481564,43,XLINK
465948.5,236372,4.08,0.62,22.2,0.089,182,0.23,12754,29.1998,-97.41208,7101,6335,1178.216259,1186.253512,7464000,7514916,53,XLINK
94836.5,61407.5,3.43,0.5,28.3,0.077,127,0.23,9277,28.43488,-99.08957,5705,5077,2097.695489,1276.976167,10650000,6483208,43,XLINK
216569.5,117217,3.55,0.39,25.1,0.079,153,0.25,11225,29.22936,-97.50483,3624,3223,2583.928017,2565.531492,8328000,8268708,46,SLKW
119680.5,63188.5,3.45,0.48,29.8,0.077,195,0.2,12977,28.81076,-97.82442,6769,6006,1496.836497,1041.98285,8990000,6258149,57,XLINK
62010,41718.5,3.43,0.5,28.3,0.077,127,0.23,9278,28.43488,-99.08951,5711,5055,1133.531157,697.3560831,5730000,3525135,42,XLINK
210548,108878,5.14,1.09,24.2,0.11,247,0.22,13274,28.87119,-97.73249,5928,5245,1453.574833,991.3170639,7624000,5199458,60,XLINK
451873.5,238395.5,4.08,0.62,22.2,0.089,182,0.23,12737,29.19979,-97.41212,6564,5785,1358.340536,1197.076232,7858000,6925086,53,XLINK
46943.5,17409,3.1,0.34,25.2,0.068,114,0.34,7350,28.57495,-99.35378,4761,4194,2396.757272,1474.225083,10052000,6182900,35,XLINK
137127,74041.5,3.45,0.48,29.8,0.077,195,0.2,13002,28.81068,-97.82441,6129,5391,1276.943053,1154.213133,6884000,6222363,59,XLINK
119838,48269.5,4.5,0.92,27.5,0.098,102,0.17,5754,28.84824,-99.43032,6850,6016,1779.255319,1184.572307,10704000,7126387,30,XLINK
561215.5,294104,4.07,0.61,22.3,0.089,181,0.22,12724,29.20137,-97.41204,6095,5274,1637.0876,1171.141449,8634000,6176600,52,XLINK
119962,71787.5,3.45,0.48,29.8,0.077,195,0.2,12990,28.81072,-97.82441,6164,5323,1424.384745,1019.218674,7582000,5425301,60,XLINK
141219.5,69561,2.6,0.03,16.6,0.057,389,0.45,8321,30.5625,-96.51174,7548,6517,3800.828602,3126.677612,24770000,20376558,42,SLKW
216451,109412,5.14,1.09,24.2,0.11,247,0.22,13269,28.87113,-97.73256,5907,5079,1499.113999,1016.174444,7614000,5161150,59,XLINK
380570,19444.5,3.88,0.43,22.2,0.084,158,0.28,12738,29.09299,-97.54848,5478,4640,2040.086207,1481.628879,9466000,6874758,51,XLINK
175050.5,108799,3.18,0.33,26.9,0.07,140,0.29,11340,29.1007,-97.67233,4351,3588,2728.539576,2439.232163,9790000,8751965,45,SLKW
373402.5,179966,4.15,0.57,24.6,0.09,163,0.24,11812,29.16051,-97.54744,4092,3315,3086.576169,2463.125792,10232000,8165262,44,SLKW
188840.5,121968.5,3.17,0.33,26.9,0.07,140,0.29,11358,29.10068,-97.67223,4586,3714,2961.227787,2642.743134,10998000,9815148,41,SLKW
166958.5,142596,4.15,0.57,24.6,0.09,163,0.24,11816,29.16044,-97.5475,4151,3291,3048.921301,2380.408387,10034000,7833924,46,SLKW
347803.5,180176,3.9,0.51,24.7,0.086,163,0.24,11767,29.17226,-97.53058,2921,2303,2976.986539,2672.881459,6856000,6155646,45,SLKW
271309,167192.5,4.42,0.67,25.8,0.095,177,0.22,6532,28.25971,-99.95314,7710,5923,1264.561877,653.1212224,7490000,3868437,50,XLINK
300170.5,154563,4.15,0.57,24.6,0.09,163,0.24,11817,29.16036,-97.54757,4109,3048,3047.900262,2558.127953,9290000,7797174,46,SLKW
440864,271432,3.9,0.51,24.7,0.086,163,0.24,11757,29.17238,-97.53046,2957,1953,2948.28469,2849.677419,5758000,5565420,46,SLKW
206687.5,52362.5,3.66,0.4,28.6,0.082,96,0.2,10529,28.80268,-98.14914,9141,5081,2367.206062,1232.817162,12027774,6263944,50,XLINK
221938,56292.5,3.66,0.4,28.6,0.082,96,0.2,10527,28.80264,-98.1491,9185,5081,2373.021059,1221.181657,12057320,6204824,50,XLINK
196245.5,48250,3.66,0.4,28.6,0.082,96,0.2,10533,28.8026,-98.14906,9344,5081,2368.451092,1229.001574,12034100,6244557,50,XLINK
254612.5,60511.5,3.66,0.4,28.5,0.082,96,0.2,10507,28.80052,-98.15237,9845,5081,2447.407991,1229.302893,12435280,6246088,50,XLINK
270093,70080,3.66,0.4,28.5,0.082,96,0.2,10519,28.80043,-98.15229,10060,5081,2489.543397,1565.557764,12649370,7954599,50,XLINK
229226.5,60019,3.66,0.4,28.5,0.082,96,0.2,10525,28.80039,-98.15225,10016,5051,2379.930707,1387.119382,12021030,7006340,50,XLINK
136011.5,67495,3.18,0.32,29.9,0.071,151,0.23,10489,28.46015,-98.69848,5093,6561,1320.835239,870.3327237,8666000,5710253,43,XLINK
184672,79372,3.08,0.29,30.1,0.069,150,0.24,10492,28.46468,-98.69497,5136,6578,1184.554576,1174.693828,7792000,7727136,43,XLINK
212411.5,88412,3.08,0.29,30.1,0.069,150,0.24,10486,28.46461,-98.69501,5133,6555,1268.039664,835.0114416,8312000,5473500,42,XLINK
130744.5,68190.5,3.17,0.32,29.9,0.071,151,0.23,10490,28.46022,-98.69843,5143,6131,1320.176154,850.3806883,8094000,5213684,43,XLINK
110803,52966.5,3.44,0.47,27.4,0.077,119,0.26,7336,28.51857,-99.41115,6645,7782,1336.417373,747.4816243,10400000,5816902,40,XLINK
117671.5,52984,3.44,0.47,27.4,0.077,119,0.26,7317,28.51859,-99.41123,6706,7793,1333.247786,758.5320159,10390000,5911240,43,XLINK
106768,47985.5,3.44,0.47,27.4,0.077,119,0.26,7323,28.51862,-99.41132,8022,8495,1297.939965,753.1051207,11026000,6397628,42,XLINK
213607,128936.5,3.4,0.45,29,0.077,149,0.22,12153,28.78429,-97.98112,7680,7788,837.9558295,643.0549563,6526000,5008112,60,GEL
315321,143455.5,3.4,0.45,29,0.077,149,0.22,12147,28.7844,-97.98077,7165,7202,1514.023882,740.2914468,10904000,5331579,55,GEL
275160.5,156086,3.79,0.53,26,0.084,136,0.26,11039,29.07869,-97.71891,4363,4374,3095.564701,2490.607682,13540000,10893918,42,SLKW
309620,184069.5,3.8,0.53,26,0.084,136,0.26,11036,29.0786,-97.71888,4447,4418,3061.56632,2611.301041,13526000,11536728,42,SLKW
138097.5,61332,3,0.27,28.6,0.068,74,0.28,7791,28.78926,-98.6005,7429,7380,1643.360434,1862.089973,12128000,13742224,39,XLINK
315865.5,171613,3.79,0.53,26,0.084,136,0.26,11038,29.07878,-97.71895,4405,4375,3086.628571,2410.1376,13504000,10544352,44,SLKW
124705,63868,3.85,0.49,25.7,0.084,154,0.26,11582,29.13001,-97.61726,4583,4549,2217.630248,2001.505606,10088000,9104849,45,SLKW
193998,108587.5,3.78,0.48,25.7,0.082,150,0.27,11592,29.13002,-97.62935,4925,4857,2171.710933,1929.973646,10548000,9373882,44,SLKW
139963,66169.5,3.18,0.32,29.9,0.071,152,0.23,10493,28.46001,-98.69857,6545,6443,1258.109576,812.8730405,8106000,5237341,44,XLINK
284628,124958.5,2.49,0.18,26.3,0.058,181,0.29,11494,29.46221,-97.23737,5533,5429,2482.593479,2579.582612,13478000,14004554,42,SLKW
131420.5,67220.5,3.78,0.48,25.7,0.082,150,0.27,11589,29.13002,-97.62924,4841,4745,2194.731296,2146.352582,10414000,10184443,44,SLKW
196836,79094,3.08,0.29,30.1,0.069,150,0.24,10500,28.46475,-98.69492,6768,6604,1194.730466,1185.402786,7890000,7828400,41,XLINK
364262.5,182839.5,3.44,0.45,31.5,0.076,94,0.18,9297,28.19809,-99.51201,6786,6619,1718.084303,1139.584529,11372000,7542910,58,XLINK
108674,44323.5,3.81,0.48,25.7,0.083,151,0.27,11602,29.13001,-97.6278,4929,4802,2193.252811,1905.268222,10532000,9149098,45,SLKW
282036,183916,3.44,0.45,31.5,0.076,94,0.18,9305,28.19809,-99.51197,6767,6574,1732.278674,1146.695315,11388000,7538375,58,XLINK
132058,60333.5,2.4,0.12,29.4,0.055,105,0.29,8697,29.3297,-97.5209,7758,7533,1337.581309,943.3491305,10076000,7106249,37,SLKW
488417.5,259562.5,3.75,0.46,25.7,0.083,149,0.27,10561,29.03815,-97.81423,3100,3004,3579.893475,2700.401465,10754000,8112006,41,SLKW
211033.5,101270.5,4.12,0.63,28,0.087,155,0.21,7310,28.34717,-99.7824,6354,6137,1362.880886,1634.279615,8364000,10029574,54,SLKW
279100.5,117399.5,2.49,0.18,26.3,0.058,181,0.29,11483,29.4623,-97.23734,5526,5336,2449.4003,2560.791979,13070000,13664386,43,SLKW
226105,111263,4.12,0.63,28,0.087,155,0.21,7314,28.34717,-99.78231,6364,6137,1355.059475,1625.263973,8316000,9974245,53,SLKW
191091,64713.5,3.28,0.3,27.1,0.074,141,0.26,9871,29.2168,-97.57603,4841,4665,2174.919614,1918.054019,10146000,8947722,40,SLKW
180415,73518,2.48,0.18,26.5,0.057,183,0.29,11458,29.46364,-97.23958,5796,5582,2301.32569,3218.309208,12846000,17964602,42,SLKW
231720,129193,3.4,0.45,29,0.077,149,0.22,12153,28.78435,-97.98095,6980,6713,1503.053776,709.6402503,10090000,4763815,54,GEL
126997.5,56967,2.4,0.12,29.4,0.055,105,0.29,8755,29.32965,-97.52098,7020,6751,1509.702266,1001.641979,10192000,6762085,38,SLKW
215875.5,107929,4.12,0.62,28,0.087,155,0.21,7312,28.34717,-99.78226,6403,6137,1359.621965,1656.632883,8344000,10166756,53,SLKW
209133,103310,4.12,0.63,28,0.087,155,0.21,7310,28.34717,-99.78245,6328,6033,1381.070777,1668.421183,8332000,10065585,53,SLKW
188518,92453.5,4.12,0.63,28,0.088,155,0.21,7464,28.34717,-99.78254,6444,6130,1362.153344,1650.02186,8350000,10114634,53,SLKW
96889,53387,2.71,0.19,29.8,0.062,116,0.25,10311,28.64248,-98.44447,5419,5126,1537.261022,1384.680843,7880000,7097874,39,XLINK
114835.5,73213.5,4.26,0.68,27.8,0.09,158,0.2,7295,28.34222,-99.79047,5024,4741,1253.322084,1516.155031,5942000,7188091,53,SLKW
335095,163139.5,3.75,0.46,25.7,0.083,149,0.27,10541,29.03825,-97.81423,3206,3023,3576.579557,2754.994376,10812000,8328348,41,SLKW
102809,58820,2.71,0.19,29.8,0.062,116,0.25,10300,28.64248,-98.44452,5404,5087,1546.687635,1393.207785,7868000,7087248,39,XLINK
107936.5,60291,3.51,0.45,28.8,0.078,138,0.2,9804,28.32789,-99.13483,5467,5144,2124.027994,1423.255443,10926000,7321226,51,SLKW
106696.5,64077.5,4.26,0.68,27.8,0.09,158,0.2,7278,28.34219,-99.79051,5179,4869,1389.607722,1648.398439,6766000,8026052,53,SLKW
218930.5,126628.5,3.77,0.53,26.1,0.083,135,0.26,11019,29.07994,-97.71944,4639,4349,3112.439641,2586.906415,13536000,11250456,44,SLKW
170293.5,84998,4.27,0.76,27.8,0.091,128,0.19,7715,28.28758,-99.74347,5186,4858,1387.402223,1734.733429,6740000,8427335,57,SLKW
132743,57824,2.71,0.19,29.8,0.062,116,0.25,10316,28.64249,-98.44443,5480,5133,1490.356517,1385.279953,7650000,7110642,39,XLINK
164428.5,77366.5,4.27,0.76,27.8,0.091,128,0.19,7711,28.28758,-99.74342,5250,4914,1371.591372,1730.977004,6740000,8506021,57,SLKW
222598,96475.5,3.72,0.55,28.1,0.084,154,0.21,12071,28.7169,-98.03777,7205,6739,844.9324826,841.3648909,5694000,5669958,56,SLKW
155704.5,68771.5,4.27,0.76,27.8,0.091,128,0.19,7704,28.28758,-99.74338,5429,5076,1244.28684,1531.680654,6316000,7774811,56,SLKW
147247,77240,3.18,0.32,29.9,0.071,151,0.23,10489,28.46008,-98.69852,6881,6432,1286.380597,834.1780162,8274000,5365433,47,XLINK
207951.5,88697.5,4.27,0.76,27.9,0.091,128,0.19,7713,28.28758,-99.74352,5107,4763,1329.414235,1641.549654,6332000,7818701,55,SLKW
177775,82936.5,4.31,0.77,27.7,0.092,127,0.19,7706,28.28535,-99.74002,5198,4819,1290.309193,1702.540154,6218000,8204541,56,SLKW
118740.5,70150.5,4.26,0.68,27.8,0.09,158,0.2,7290,28.34224,-99.79043,4849,4478,1284.50201,1588.949084,5752000,7115314,53,SLKW
125969.5,72563.5,3.45,0.44,29.2,0.077,141,0.2,9833,28.31614,-99.14894,5775,5303,2076.183292,1422.609278,11010000,7544097,51,SLKW
172958.5,97599.5,2.71,0.19,29.8,0.062,116,0.25,10329,28.64249,-98.44429,9944,9111,1561.848315,1446.379322,14230000,13177962,39,XLINK
132605,74299,3.45,0.44,29.2,0.077,141,0.2,9842,28.3161,-99.14898,5776,5285,2141.911069,1459.470009,11320000,7713299,55,SLKW
173263.5,65249,2.71,0.19,29.8,0.062,116,0.25,10341,28.64249,-98.44424,10197,9325,1529.436997,1463.802466,14262000,13649958,39,XLINK
120443,71843,4.26,0.68,27.8,0.09,158,0.2,7289,28.34226,-99.7904,5094,4658,1361.957922,1650.345642,6344000,7687310,54,SLKW
135127.5,72003,2.49,0.03,18.8,0.054,281,0.41,8113,30.42779,-96.68603,8732,7981,1523.117404,1241.052374,12156000,9904839,40,XLINK
323682,155817.5,2.48,0.18,26.5,0.057,183,0.29,11421,29.46373,-97.23961,5853,5333,2549.034315,2701.280518,13594000,14405929,42,SLKW
127505,67487,2.49,0.03,18.8,0.054,281,0.41,8098,30.42785,-96.68603,8109,7387,1384.865304,1124.68052,10230000,8308015,41,XLINK
117906.5,42934.5,2.48,0.18,26.5,0.057,183,0.29,11400,29.46382,-97.23953,5489,4984,2426.163724,3049.337881,12092000,15197900,42,SLKW
108359.5,40013.5,4.61,0.98,28,0.099,101,0.17,6009,28.84372,-99.38555,6834,6185,1491.026677,991.6454325,9222000,6133327,34,XLINK
94541.5,42365.5,2.74,0.23,30,0.062,185,0.25,6287,28.62086,-99.81547,5405,4882,2978.697255,1813.06821,14542000,8851399,38,XLINK
106105,32606.5,4.6,0.98,28,0.099,101,0.17,6045,28.84364,-99.38557,6824,6160,1468.181818,991.8654221,9044000,6109891,30,XLINK
323313.5,161452.5,3.44,0.45,31.5,0.076,94,0.18,9303,28.19809,-99.5121,6231,5595,1727.613941,1159.688829,9666000,6488459,58,XLINK
137615,72295.5,2.49,0.03,18.8,0.054,281,0.41,8113,30.42774,-96.68604,8836,7926,1261.670452,1007.061191,10000000,7981967,40,XLINK
110601.5,48083.5,4.12,0.63,28,0.088,155,0.21,7308,28.34717,-99.78259,6910,6188,1349.062702,1627.957498,8348000,10073801,52,SLKW
387391.5,184281,3.44,0.45,31.5,0.076,94,0.18,9310,28.19809,-99.51206,6136,5485,1761.531449,1186.191796,9662000,6506262,58,XLINK
228482,99231.5,4.31,0.77,27.7,0.092,127,0.19,7712,28.28535,-99.74006,5494,4872,1383.415435,1812.803571,6740000,8831979,55,SLKW
183834.5,80252,4.31,0.77,27.7,0.092,126,0.19,7710,28.28537,-99.73993,5595,4956,1366.424536,1706.576271,6772000,8457792,56,SLKW
277235.5,148815,3.57,0.43,24.4,0.079,163,0.26,11902,29.18136,-97.51364,4568,4003,2889.832626,2442.557582,11568000,9777558,46,SLKW
191537.5,99063,3.57,0.52,28.9,0.08,179,0.23,12390,28.61188,-98.18597,6036,5212,923.2540292,773.7041443,4812000,4032546,59,XLINK
217324.5,96267,3.57,0.52,28.9,0.08,179,0.23,12403,28.61182,-98.18597,6119,5229,1393.765538,1190.361255,7288000,6224399,57,XLINK
183898.5,109612.5,3.55,0.42,24.4,0.078,163,0.26,11905,29.18153,-97.51354,4246,3622,2858.089453,2604.313087,10352000,9432822,46,SLKW
208407,90017.5,4.31,0.77,27.7,0.092,127,0.19,7702,28.28534,-99.74011,5678,4830,1315.942029,1770.139545,6356000,8549774,54,SLKW
245903.5,112398.5,3.53,0.51,29.1,0.079,180,0.23,12422,28.60873,-98.18891,6338,5327,1425.943308,1209.889243,7596000,6445080,63,XLINK
159653.5,88354,4.26,0.76,27.9,0.091,128,0.19,7714,28.28758,-99.74356,4870,4071,1364.775239,1723.443134,5556000,7016137,55,SLKW
218139,131022.5,3.72,0.54,28.1,0.084,154,0.21,12090,28.71687,-98.03786,7507,6258,840.84372,811.0591243,5262000,5075608,54,SLKW
100045,22816.5,4.6,0.98,28,0.099,101,0.17,6074,28.84356,-99.3856,6966,5801,1561.79969,4167.589726,9060000,24176188,28,XLINK
93420,38655,2.74,0.23,30,0.062,185,0.25,6340,28.62086,-99.81538,5848,4829,2994.822945,1818.442535,14462000,8781259,38,XLINK
132632.5,54864.5,2.48,0.18,26.5,0.057,183,0.29,11384,29.46392,-97.23951,2740,2232,2456.09319,2724.62276,5482000,6081358,42,SLKW
188088,78679.5,4.31,0.77,27.7,0.092,126,0.19,7718,28.28538,-99.73988,5930,4830,1397.515528,1736.732919,6750000,8388420,56,SLKW
141370,74145,3.57,0.42,24.4,0.078,163,0.26,11919,29.18145,-97.51358,4694,3805,2872.536137,2445.901183,10930000,9306654,46,SLKW
164437,85848,4.31,0.77,27.7,0.092,126,0.19,7707,28.28536,-99.73997,5296,4243,1312.279048,1628.592505,5568000,6910118,56,SLKW
177021,82165.5,3.07,0.29,30.1,0.069,150,0.24,10509,28.46489,-98.69483,8548,6576,1290.754258,847.9388686,8488000,5576046,39,XLINK
189923,84513.5,3.07,0.29,30.1,0.069,150,0.24,10507,28.46482,-98.69487,8715,6572,1179.853926,1216.745131,7754000,7996449,42,XLINK
117604.5,58463,2.85,0.23,30,0.064,128,0.26,9695,28.52641,-98.76389,4403,6844,931.0344828,631.1073933,6372000,4319299,42,XLINK
110401.5,59277,2.85,0.23,30,0.064,128,0.26,9676,28.52641,-98.76408,4359,6637,933.2529757,625.0100949,6194000,4148192,44,XLINK
103566.5,45788,2.85,0.23,30,0.064,128,0.26,9694,28.52641,-98.76399,4437,6741,956.8313307,631.662513,6450000,4258037,42,XLINK
244679,78735.5,4.52,0.86,27,0.096,131,0.2,7806,28.21463,-99.81998,7545,10900,1061.46789,795.7841284,11570000,8674047,61,XLINK
195846,75687.5,4.52,0.86,27,0.096,131,0.2,7803,28.21462,-99.82008,7573,9815,984.8191544,701.3487519,9666000,6883738,60,XLINK
147311.5,64103.5,3.22,0.32,28.2,0.072,132,0.26,6818,28.52814,-99.57543,7120,9163,1309.614755,759.51828,12000000,6959466,43,XLINK
121142.5,54282,3.22,0.32,28.2,0.072,132,0.26,6810,28.52814,-99.57552,7188,8930,1299.664054,755.21243,11606000,6744047,41,XLINK
276937.5,109570,3.6,0.44,23.2,0.078,162,0.28,12612,29.16232,-97.4851,4778,4935,1964.336373,1571.704762,9694000,7756363,54,XLINK
279850.5,107160,3.6,0.44,23.2,0.078,162,0.28,12606,29.16241,-97.48503,5005,5061,2005.532503,1577.602845,10150000,7984248,56,XLINK
389762.5,213734.5,3.09,0.25,21.9,0.069,192,0.3,11288,29.3634,-97.31601,5222,5254,3022.459079,2872.267606,15880000,15090894,45,SLKW
191015,93937.5,2.9,0.26,28.6,0.066,101,0.26,7913,28.7001,-98.81869,11601,11640,1576.804124,1023.423969,18354000,11912655,32,XLINK
109638.5,29650,3.41,0.46,27.4,0.076,118,0.26,7307,28.52124,-99.40702,7846,7855,1234.882241,783.1989815,9700000,6152028,39,XLINK
214823,108000.5,2.9,0.26,28.6,0.066,101,0.26,7909,28.70011,-98.81873,10754,10758,1606.990147,1147.917364,17288000,12349295,32,XLINK
270717.5,105935.5,3.6,0.44,23.2,0.078,162,0.28,12614,29.16227,-97.48514,4903,4883,1973.377022,1649.262339,9636000,8053348,54,XLINK
201026,103902,3.08,0.25,21.9,0.069,192,0.3,11299,29.36353,-97.31617,5343,5320,2985.714286,2829.489474,15884000,15052884,45,SLKW
239242,161680,4.1,0.68,26.5,0.09,148,0.25,11908,28.97675,-97.80457,4609,4574,1949.278531,1248.029077,8916000,5708485,49,XLINK
421625,244408,5.22,1.1,26.5,0.111,88,0.16,8791,28.01682,-99.73083,7993,7911,2036.405006,1224.602832,16110000,9687833,62,XLINK
