BOE_Prodoction_2 year cum,BOE_Production_6mon cum,TOC,Permeability...d.,Brittleness,Porosity,Thickness,Vclay,TVD,Surf.Lat,Surf.Lon,Lateral..ft.,GPI (gross perforated interval ft),Proppant.per.GPI..lb.ft.,Fluid.per.GPI..gal.ft.,Total.Proppant.Volume,Total.Fluid,API.Gravity,Fluid.Type
252535.5,101916,3.32,0.43,30.3,0.075,161,0.21,12578,28.8283,-97.89025,5101,5036,1905.48054,1278.823471,9596000,6440155,56,XLINK
502726.5,248962,5.22,1.1,26.5,0.111,88,0.16,8813,28.0169,-99.73075,8094,7963,2018.837122,1234.888107,16076000,9833414,60,XLINK
108645,38045,3.26,0.44,30.1,0.073,152,0.23,12687,28.90023,-97.82447,4111,4041,1948.032665,1167.259094,7872000,4716894,52,XLINK
180301.5,77219.5,3.5,0.47,31.7,0.077,77,0.18,8749,28.18213,-99.57263,6358,6224,1690.552699,1164.224614,10522000,7246134,57,XLINK
371525.5,227960.5,5.22,1.1,26.5,0.111,88,0.16,8816,28.01686,-99.73079,8148,7971,1927.236231,1176.910551,15362000,9381154,63,XLINK
323844.5,116012.5,3.6,0.44,23.2,0.078,162,0.28,12629,29.16236,-97.48506,4683,4556,1948.200176,1547.437006,8876000,7050123,55,XLINK
227432.5,114799,2.93,0.22,28.3,0.066,93,0.28,9038,28.69552,-98.58184,10170,9879,1554.81324,1567.577083,15360000,15486094,35,SLKW
185340.5,74750,2.71,0.08,18.9,0.061,361,0.4,8476,30.49176,-96.57188,7092,6881,3707.019329,3791.352129,25508000,26088294,42,XLINK
45104,9201,3.41,0.46,27.4,0.076,118,0.26,7311,28.52128,-99.40694,7889,7635,1309.757695,772.0574984,10000000,5894659,39,XLINK
571234.5,273791.5,5.09,1.05,26.9,0.108,91,0.16,8838,28.014,-99.73245,7869,7591,2048.214991,1281.932947,15548000,9731153,61,XLINK
81002.5,29240,3.59,0.46,27.1,0.079,179,0.24,5884,28.7136,-99.78699,5595,5375,2847.255814,1752.668093,15304000,9420591,33,XLINK
459264,253060.5,5.09,1.05,26.9,0.108,91,0.16,8849,28.01403,-99.7324,7990,7666,2028.437255,1286.30994,15550000,9860852,63,XLINK
268535.5,155962,3.38,0.45,30.4,0.076,156,0.2,12601,28.83767,-97.89537,4133,3962,1897.526502,1195.478546,7518000,4736486,56,XLINK
219164,142013,3.38,0.45,30.4,0.076,156,0.2,12592,28.83767,-97.89531,3890,3721,1840.365493,1129.472722,6848000,4202768,56,XLINK
349256,183217.5,3.38,0.45,30.4,0.076,156,0.2,12603,28.83767,-97.89543,7266,6935,1861.283345,1141.845566,12908000,7918699,56,XLINK
142691.5,67519.5,3.89,0.65,31,0.084,124,0.18,9515,28.20213,-99.47059,7320,6954,1697.152718,1170.141501,11802000,8137164,60,XLINK
236147.5,145713.5,3.09,0.25,21.9,0.069,192,0.3,11302,29.36346,-97.31609,5114,4839,3073.775573,2879.82517,14874000,13935474,45,SLKW
172539,105323.5,3.2,0.41,30.7,0.072,153,0.21,12521,28.83005,-97.91381,4519,4273,994.6173648,799.4949684,4250000,3416242,56,GEL
75809,28502,3.59,0.46,27.1,0.079,179,0.24,5887,28.71361,-99.78708,5611,5299,2760.898283,1720.00151,14630000,9114288,34,XLINK
346477,203952,5.22,1.1,26.5,0.111,88,0.16,8823,28.01694,-99.73071,8197,7707,1877.254444,1266.883093,14468000,9763868,61,XLINK
179433.5,63226,2.92,0.2,29.1,0.066,125,0.25,10151,28.54862,-98.61183,10741,10089,990.9802755,942.3436416,9998000,9507305,41,XLINK
379057.5,174945,4.92,1.04,27.5,0.105,80,0.17,8451,28.06129,-99.76344,7530,7042,2020.164726,1907.081511,14226000,13429668,60,XLINK
90576.5,39486.5,2.75,0.2,30,0.063,116,0.25,10351,28.65495,-98.42997,5746,5370,1584.729981,1443.087151,8510000,7749378,39,XLINK
248488.5,97844.5,2.92,0.2,29.1,0.066,125,0.25,10170,28.54873,-98.61158,10827,10117,1096.570129,927.4206781,11094000,9382715,41,XLINK
248273,82649.5,2.92,0.2,29.1,0.066,125,0.25,10161,28.5487,-98.61167,10732,10028,1112.684483,914.0087754,11158000,9165680,41,XLINK
282754,163473.5,4.93,1.04,27.5,0.105,80,0.17,8448,28.06131,-99.76266,7548,7042,2017.892644,1873.151093,14210000,13190730,60,XLINK
653647.5,211507.5,3.36,0.23,20.1,0.074,153,0.32,13440,29.03798,-97.53518,8982,8352,1579.980843,1062.110752,13196000,8870749,61,XLINK
89920.5,30631.5,3.34,0.39,28.7,0.075,189,0.23,5704,28.69755,-99.89186,6996,6465,2792.575406,1771.906729,18054000,11455377,33,XLINK
570053,219713.5,4.93,1.04,27.5,0.105,80,0.17,8444,28.06138,-99.76272,7626,7042,2022.436808,1906.980119,14242000,13428954,60,XLINK
68319,23232,3.36,0.4,28.6,0.075,189,0.23,5709,28.69752,-99.89197,7058,6497,2699.091889,1813.63614,17536000,11783194,33,XLINK
285698.5,99407.5,3.41,0.35,30.3,0.076,52,0.21,10001,28.05933,-99.49914,6250,5742,1428.422153,1440.475444,8202000,8271210,52,SLKW
311779,110538,3.41,0.35,30.3,0.076,52,0.21,9983,28.05927,-99.49923,5899,5419,1528.695331,1550.739435,8284000,8403457,53,SLKW
122612.5,59788,3.49,0.47,31.7,0.077,77,0.18,8783,28.18212,-99.57259,6770,6192,1778.100775,1226.811047,11010000,7596414,57,XLINK
372520.5,119111.5,3.29,0.33,30.9,0.074,53,0.21,9980,28.06394,-99.49204,5997,5471,1138.000366,1331.234692,6226000,7283185,57,SLKW
94815,44626,2.75,0.2,30,0.063,116,0.25,10337,28.65493,-98.43001,5518,5030,1568.190855,1420.050895,7888000,7142856,40,XLINK
130766,64165,3.89,0.64,31,0.084,124,0.18,9527,28.20215,-99.47065,6536,5950,1697.478992,1182.742353,10100000,7037317,58,XLINK
139272,94461.5,3.2,0.41,30.7,0.072,153,0.21,12413,28.83003,-97.9139,4710,4271,1026.925779,796.6834465,4386000,3402635,57,SLKW
612037.5,193841,3.37,0.23,20.1,0.074,153,0.32,13359,29.03792,-97.53525,9002,8152,1215.652601,931.3837095,9910000,7592640,63,XLINK
97264,54203,3.89,0.64,31,0.084,124,0.18,9533,28.2021,-99.47068,6583,5955,1554.65995,1111.826868,9258000,6620929,57,XLINK
570315.5,199846.5,3.36,0.23,20.1,0.074,153,0.32,13448,29.03803,-97.53511,8857,7952,1608.903421,966.0746982,12794000,7682226,59,XLINK
209793.5,91397.5,3.5,0.47,31.7,0.077,77,0.18,8775,28.18217,-99.57271,6381,5724,1691.823899,1140.479036,9684000,6528102,56,XLINK
220271,89679.5,4.45,0.75,25.1,0.098,111,0.23,10767,28.98526,-97.88879,7014,6286,2741.648107,2410.142539,17234000,15150156,41,SLKW
230448.5,103887.5,4.45,0.75,25.1,0.098,111,0.23,10760,28.98521,-97.88889,6941,6209,2853.921727,2383.021421,17720000,14796180,41,SLKW
295483.5,115285.5,3.5,0.47,31.7,0.077,77,0.18,8750,28.18219,-99.57275,6421,5725,1702.358079,1573.903231,9746000,9010596,56,XLINK
458116,207068.5,4.45,0.75,25.1,0.098,111,0.23,10776,28.9853,-97.8887,7036,6264,2811.302682,2512.114943,17610000,15735888,41,SLKW
134698.5,64644,2.92,0.2,29.1,0.066,125,0.25,10158,28.54866,-98.61175,5249,4671,1257.974738,866.5103832,5876000,4047470,40,XLINK
127391,73622,3.5,0.47,31.7,0.077,77,0.18,8782,28.18215,-99.57267,6290,5552,1751.080692,1176.189121,9722000,6530202,56,XLINK
375396.5,127715.5,3.41,0.35,30.3,0.076,52,0.21,9983,28.05923,-99.49929,6859,6051,1024.624029,1471.230706,6200000,8902417,53,SLKW
137369.5,94339,3.28,0.43,30,0.074,162,0.21,12561,28.7969,-97.92751,4658,4109,824.0447798,622.8508153,3386000,2559294,61,GEL
50971.5,5782.5,3.41,0.46,27.4,0.076,118,0.26,7304,28.52132,-99.40686,7785,6847,1272.966263,754.6037681,8716000,5166772,38,XLINK
221348,113365.5,3.61,0.44,23.9,0.079,171,0.28,12995,29.05428,-97.59475,5196,4513,2052.736539,1559.307334,9264000,7037154,56,XLINK
109614.5,59896,3.56,0.53,28.9,0.079,165,0.22,11581,28.62013,-98.25738,4200,3637,1040.417927,826.8463019,3784000,3007240,50,GEL
297566.5,79512,3.76,0.57,26.2,0.083,148,0.26,12111,29.04258,-97.70273,5910,5111,1972.216787,1441.798474,10080000,7369032,50,XLINK
107611.5,68375.5,3.56,0.53,28.9,0.079,165,0.22,11616,28.62024,-98.25724,4010,3446,1040.046431,832.0284388,3584000,2867170,50,GEL
334056.5,197857.5,3.99,0.53,25,0.086,164,0.26,12126,29.12582,-97.58256,3468,2976,2944.22043,2745.383065,8762000,8170260,46,SLKW
119520.5,75379.5,3.56,0.53,28.9,0.079,165,0.22,11599,28.62018,-98.25731,4133,3509,1340.552864,1150.019379,4704000,4035418,49,GEL
362799,114648.5,3.29,0.33,30.9,0.074,53,0.21,9982,28.06393,-99.49208,6839,5750,1262.608696,1538.310435,7260000,8845285,55,SLKW
147007,94189,3.28,0.43,30,0.074,162,0.21,12551,28.79681,-97.92777,7072,5940,846.1279461,641.9552189,5026000,3813214,60,GEL
91143,23075,3.16,0.4,30.9,0.072,152,0.22,12444,28.83133,-97.91694,4537,3804,164.608307,210.6288118,626170,801232,54,XLINK
307055,191464.5,3.99,0.53,25,0.086,164,0.26,12123,29.12573,-97.58264,3553,2968,2971.698113,2564.54717,8820000,7611576,45,SLKW
315716,118634,4.1,0.68,26.5,0.09,148,0.25,11928,28.9767,-97.80461,4541,3776,2211.864407,1449.814089,8352000,5474498,49,XLINK
141696.5,87272.5,3.56,0.53,28.9,0.079,165,0.22,11636,28.62029,-98.25717,4054,3367,1372.735373,1077.956341,4622000,3629479,49,GEL
67774,18242.5,3.41,0.46,27.4,0.076,118,0.26,7307,28.52136,-99.40678,7696,6372,1312.617702,761.3248588,8364000,4851162,39,XLINK
313555.5,116122,3.75,0.57,26.2,0.082,148,0.26,12095,29.04252,-97.70273,5219,4300,406.9767442,1440.942093,1750000,6196051,49,XLINK
139035,86994.5,3.56,0.53,28.9,0.079,165,0.22,11660,28.62034,-98.25709,4071,3345,1008.071749,924.0962631,3372000,3091102,52,SLKW
90999.5,49129,2.75,0.2,30,0.063,116,0.25,10341,28.6549,-98.43004,5198,4105,1555.663825,1318.339586,6386000,5411784,40,XLINK
493843,228820.5,4.92,1.01,27.3,0.105,85,0.16,8078,28.12916,-99.773,5150,3824,2526.150628,2382.789749,9660000,9111788,61,XLINK
152729,103619,3.28,0.43,30,0.074,162,0.21,12560,28.79684,-97.92768,7027,4881,856.7916411,652.967015,4182000,3187132,59,XLINK
138272.5,60533.5,3.02,0.26,28.4,0.067,120,0.26,9374,28.56205,-98.7642,4972,10921,1287.061624,1005.194946,14056000,10977734,38,XLINK
183766,88479.5,3.02,0.26,28.4,0.067,120,0.26,9380,28.56205,-98.76411,5176,11043,1257.810378,1025.71448,13890000,11326965,39,XLINK
485424,197036.5,3.78,0.65,27,0.083,124,0.23,7773,28.44005,-99.43652,5961,10685,2530.837623,1587.24773,27042000,16959742,43,XLINK
442955,211252.5,3.78,0.65,27,0.083,124,0.23,7767,28.44,-99.43642,5978,10310,2505.916586,1543.087197,25836000,15909229,43,XLINK
292024.5,72479,3.78,0.65,27,0.083,124,0.23,7757,28.44,-99.43633,5896,10034,2489.136934,1537.943293,24976000,15431723,43,XLINK
304130.5,82654.5,3.78,0.65,27,0.083,124,0.23,7750,28.44,-99.43624,6091,9778,1325.833504,796.0934751,12964000,7784202,43,XLINK
423828,171800,3.78,0.65,27,0.083,124,0.23,7732,28.44,-99.43606,5758,9180,1319.825708,794.070915,12116000,7289571,43,XLINK
293390.5,93225.5,3.78,0.65,27,0.083,124,0.23,7738,28.44001,-99.43614,5928,9410,1334.112646,800.4594049,12554000,7532323,44,XLINK
239327.5,52838,3.42,0.45,27.9,0.075,128,0.25,7122,28.4775,-99.53655,5123,7789,1322.634485,747.825138,10302000,5824810,42,XLINK
193831,69052,3.41,0.45,27.9,0.075,128,0.25,7117,28.47745,-99.53662,5071,7297,1314.512813,728.0082226,9592000,5312276,41,XLINK
230300,78470.5,3.41,0.45,27.9,0.075,128,0.25,7114,28.47739,-99.53668,5098,6766,1302.68992,876.9769435,8814000,5933626,42,XLINK
196733.5,68929.5,3.41,0.45,27.9,0.075,128,0.25,7117,28.47733,-99.53675,4980,6291,1338.102051,909.9790176,8418000,5724678,42,XLINK
120056,76922.5,3.69,0.45,28.3,0.081,165,0.21,10698,28.42364,-98.70237,5237,5649,1235.262878,844.9817667,6978000,4773302,47,XLINK
294465.5,152007,2.72,0.19,24.7,0.061,183,0.3,11415,29.31187,-97.36905,5549,5679,3012.854376,2860.851558,17110000,16246776,43,SLKW
291382,112696.5,2.72,0.19,24.7,0.061,183,0.3,11418,29.31197,-97.36907,5614,5731,3006.456116,2998.760426,17230000,17185896,42,SLKW
161840,91381,3.69,0.45,28.3,0.081,165,0.21,10697,28.42358,-98.70243,5962,6069,1277.310924,914.5765365,7752000,5550565,46,XLINK
283051,122084,3.41,0.4,27.4,0.076,132,0.27,10586,29.0827,-97.74707,4888,4926,2961.023143,2304.577345,14586000,11352348,42,SLKW
282541,147821,3.17,0.27,21.6,0.071,190,0.3,11360,29.35492,-97.32683,5297,5295,3119.169027,3039.768839,16516000,16095576,43,SLKW
373574.5,188203,3.17,0.27,21.6,0.071,190,0.3,11360,29.3552,-97.32653,5100,5084,3154.209284,2889.573564,16036000,14690592,44,SLKW
250941,89479.5,3.42,0.4,27.4,0.076,132,0.27,10619,29.08277,-97.747,4831,4809,2935.32959,2326.768559,14116000,11189430,42,SLKW
194040.5,121726,3.2,0.4,28.7,0.071,122,0.23,9076,28.49666,-98.94113,7218,7143,2017.079658,2049.275234,14408000,14637973,41,SLKW
226411.5,111264.5,3.07,0.29,28,0.069,102,0.25,8302,28.67157,-98.82034,7550,7451,1607.837874,1198.635351,11980000,8931032,31,XLINK
684405.5,189068,3.55,0.31,21.5,0.078,159,0.3,13468,29.05021,-97.55523,8477,8322,1233.117039,1025.24982,10262000,8532129,60,XLINK
229195.5,131467,3.2,0.4,28.7,0.071,122,0.23,9075,28.49662,-98.94104,7336,7194,2067.834306,1948.422852,14876000,14016954,41,SLKW
309700,163141,3.17,0.27,21.6,0.071,190,0.3,11362,29.35506,-97.32668,5082,4982,3093.938177,2960.932557,15414000,14751366,43,SLKW
333221.5,168377.5,2.71,0.19,24.7,0.061,183,0.3,11410,29.31178,-97.36903,5410,5297,2979.799887,2800.766472,15784000,14835660,44,SLKW
333042.5,127035,3.41,0.4,27.4,0.076,132,0.27,10563,29.08256,-97.74722,4907,4797,2938.086304,2400.058787,14094000,11513082,42,SLKW
354347,178578,4.84,1.01,27.5,0.105,320,0.16,12405,28.37006,-98.46845,6733,6575,1978.403042,1075.249734,13008000,7069767,54,XLINK
234494,131715.5,3,0.24,29.3,0.067,134,0.26,9799,28.49587,-98.76634,6633,6415,2164.614186,2090.428059,13886000,13410096,41,SLKW
137046.5,74679,3.69,0.45,28.3,0.081,165,0.21,10702,28.42351,-98.7025,6443,6199,1251.169543,793.4789482,7756000,4918776,46,XLINK
238618.5,110264,3.16,0.4,30.9,0.072,151,0.22,12420,28.8313,-97.91706,5182,4983,1515.55288,1014.20891,7552000,5053803,58,XLINK
175573.5,74935.5,2.6,0.03,16.6,0.057,389,0.45,8304,30.56262,-96.51161,7818,7476,3702.514714,3074.807651,27680000,22987262,41,XLINK
153958,56437.5,2.84,0.02,17.3,0.062,480,0.43,7709,30.67598,-96.46718,6752,6454,1122.714596,1601.086303,7246000,10333411,39,XLINK
438756.5,125250.5,4.2,0.76,28.2,0.09,115,0.19,7576,28.31472,-99.666,10718,10208,1320.72884,1688.173589,13482000,17232876,55,SLKW
127903.5,85927.5,3.69,0.45,28.3,0.081,165,0.21,10700,28.42345,-98.70256,6467,6139,1252.647011,891.8429712,7690000,5475024,45,XLINK
580945,185561.5,3.55,0.31,21.5,0.078,159,0.3,13250,29.05017,-97.55514,8430,8002,1195.701075,1054.062109,9568000,8434605,61,XLINK
626482.5,225838.5,5.34,1.18,25.9,0.113,83,0.16,8644,28.03361,-99.74211,7266,6876,2011.925538,1227.873182,13834000,8442856,69,XLINK
428009.5,129082.5,4.2,0.76,28.2,0.09,115,0.19,7604,28.31471,-99.66614,10713,10130,1317.27542,1916.026456,13344000,19409348,55,SLKW
131506,84968,3.16,0.4,30.9,0.072,152,0.22,12427,28.83131,-97.917,5109,4821,1492.221531,1024.650487,7194000,4939840,58,XLINK
160648,85719,3.57,0.45,29,0.081,138,0.21,11802,28.77148,-98.02552,4365,4112,1071.011673,809.1388619,4404000,3327179,49,XLINK
365800.5,109960,4.2,0.76,28.2,0.09,115,0.19,7585,28.31471,-99.66609,10771,10139,1325.574514,1708.16688,13440000,17319104,55,SLKW
221343,67807.5,3.17,0.42,29.7,0.07,99,0.23,8307,28.32498,-99.45652,7782,7295,1370.527759,1780.602879,9998000,12989498,53,SLKW
123947.5,66419.5,3.05,0.28,27.7,0.069,103,0.26,8481,28.65132,-98.79984,7140,6681,1573.71651,1425.384823,10514000,9522996,34,XLINK
131007.5,64216,3.04,0.31,29.3,0.069,104,0.25,8325,28.66563,-98.87755,6623,6197,1566.564467,1137.448927,9708000,7048771,31,XLINK
192890,76279.5,3.05,0.28,27.7,0.069,103,0.26,8476,28.65133,-98.7998,7284,6813,1518.861001,1405.295465,10348000,9574278,35,XLINK
313643,168426,3.32,0.36,29.8,0.074,140,0.22,10014,28.46711,-98.7575,9318,8715,2016.293746,1843.190361,17572000,16063404,43,SLKW
325978,175564,3.48,0.47,30,0.078,143,0.2,12558,28.86471,-97.88866,4041,3766,2016.463091,1449.940255,7594000,5460475,57,XLINK
295545.5,113160,3.14,0.4,31,0.071,151,0.22,12383,28.83037,-97.92034,4904,4562,1282.770715,969.0613766,5852000,4420858,58,XLINK
102602,61727.5,3.14,0.39,30.7,0.071,153,0.22,12372,28.8131,-97.93651,6252,5815,831.9862425,659.0070507,4838000,3832126,60,XLINK
211960.5,71530,3.57,0.45,29,0.081,138,0.21,11801,28.77148,-98.02571,3503,3253,1101.752229,872.1281894,3584000,2837033,44,XLINK
271443.5,92683.5,3.14,0.4,31,0.071,151,0.22,12368,28.83043,-97.92036,4890,4541,1423.034574,996.7057917,6462000,4526041,58,XLINK
208519.5,105601.5,3.15,0.32,29.9,0.07,134,0.24,9967,28.45382,-98.79431,5580,5178,2071.84241,1896.651217,10728000,9820860,42,SLKW
208089,72409.5,2.72,0.21,29.1,0.062,103,0.28,7988,28.71325,-98.88072,12161,11262,1618.8954,1199.904102,18232000,13513320,31,XLINK
242272,130771.5,3.48,0.48,30,0.078,143,0.2,12556,28.86475,-97.88862,4055,3736,1913.811563,1364.307281,7150000,5097052,58,XLINK
111948.5,56463,3.48,0.5,28.1,0.076,114,0.24,8702,28.53647,-99.03099,5984,5512,1559.506531,1391.189042,8596000,7668234,41,XLINK
154392,70880.5,3.32,0.39,28,0.075,90,0.25,10722,28.92314,-97.98265,5849,5387,1428.99573,936.0323,7698000,5042406,45,XLINK
16601.5,13034.5,2.84,0.02,17.3,0.062,480,0.43,7722,30.67604,-96.46725,6706,6176,1046.955959,1763.325291,6466000,10890297,39,XLINK
197651.5,127854,3.14,0.39,30.7,0.071,153,0.22,12362,28.81316,-97.93657,6002,5523,838.3125113,653.2067717,4630000,3607661,54,XLINK
141577.5,65406.5,3.13,0.39,30.7,0.071,153,0.22,12341,28.81428,-97.93795,6302,5798,978.6133149,679.8176958,5674000,3941583,54,GEL
132970,69332,3.48,0.5,28.1,0.076,114,0.24,8706,28.53643,-99.031,5932,5454,1550.788412,1403.280528,8458000,7653492,41,XLINK
373101.5,121609,4.08,0.61,22.2,0.089,182,0.23,12734,29.19982,-97.41204,4887,4473,1319.47239,1108.04829,5902000,4956300,93,XLINK
209888.5,124319.5,2.48,0.14,23.6,0.056,185,0.33,12368,29.38027,-97.23507,5236,4778,2856.843868,3191.409795,13650000,15248556,48,SLKW
194387,122147,3.14,0.39,30.7,0.071,153,0.22,12372,28.81298,-97.93638,6161,5613,597.8977374,583.2328523,3356000,3273686,54,XLINK
197521.5,86485,3.48,0.47,30,0.078,142,0.2,12549,28.86466,-97.8887,4137,3767,1907.618795,1380.353862,7186000,5199793,57,XLINK
410829,100377.5,3.87,0.54,27.1,0.087,142,0.21,11610,28.70934,-98.09204,7644,6955,2092.882818,1472.319626,14556000,10239983,54,XLINK
151687.5,52681.5,3.18,0.44,29.6,0.07,98,0.23,8281,28.32969,-99.46111,6926,6298,1334.709432,1757.271515,8406000,11067296,52,SLKW
185736,58301,3.17,0.42,29.7,0.07,99,0.23,8297,28.32502,-99.45653,6685,6078,1378.084896,1820.980586,8376000,11067920,53,SLKW
205669.5,83026,3.17,0.42,29.7,0.07,99,0.23,8316,28.32515,-99.45653,6136,5577,1357.719204,1763.7461,7572000,9836412,51,SLKW
598319,295014.5,4.91,1,27.4,0.105,88,0.17,8191,28.07583,-99.78745,4990,4526,1976.579761,3748.379585,8946000,16965166,59,XLINK
234451,95395.5,3.14,0.4,31,0.071,151,0.22,12369,28.83032,-97.92032,4852,4400,984.5454545,845.2806818,4332000,3719235,58,XLINK
158940.5,103710,3.13,0.39,30.7,0.071,153,0.22,12346,28.81434,-97.93788,6300,5713,819.1843165,634.1673377,4680000,3622998,54,XLINK
485786.5,277950.5,4.76,0.97,27.6,0.101,85,0.18,8296,28.06463,-99.77797,5316,4817,1991.696076,3738.052315,9594000,18006198,60,XLINK
253971.5,163049.5,4.84,1.01,27.5,0.105,321,0.16,12427,28.37006,-98.46839,7291,6595,1637.300986,1155.949659,10798000,7623488,58,XLINK
245160.5,146467.5,3.14,0.39,30.7,0.071,153,0.22,12326,28.81417,-97.93808,6319,5713,959.2158236,658.8478908,5480000,3763998,53,GEL
265977,129003.5,4.85,0.98,25.1,0.105,243,0.21,13143,28.86677,-97.74121,5380,4853,1423.861529,1039.830002,6910000,5046295,60,XLINK
113256.5,69035.5,4.43,0.67,25.5,0.095,183,0.22,6607,28.28155,-99.9561,5484,4944,879.0453074,748.7961165,4346000,3702048,48,SLKW
151137,77346,3.32,0.39,28,0.075,90,0.25,10721,28.92314,-97.98258,5574,5025,1384.278607,965.759801,6956000,4852943,45,XLINK
433302,150314,4.08,0.61,22.2,0.089,182,0.23,12780,29.19983,-97.41199,7153,6447,1337.366217,1246.716302,8622000,8037580,51,XLINK
225079.5,72423.5,3.94,0.63,29.2,0.088,209,0.18,13261,28.82797,-97.79277,5996,5397,1487.863628,1189.532147,8030000,6419905,59,XLINK
279973.5,103126.5,3.57,0.46,29,0.081,138,0.21,11724,28.77148,-98.02543,4741,4265,1081.359906,769.3871043,4612000,3281436,54,XLINK
154276,98241,3.14,0.39,30.7,0.071,153,0.22,12372,28.81292,-97.93631,6180,5554,640.9794743,599.9097947,3560000,3331899,55,XLINK
268666.5,123280,3.94,0.62,29.2,0.088,209,0.18,13279,28.82796,-97.79291,5142,4618,1482.026851,1067.335427,6844000,4928955,61,XLINK
160793,70965,3.88,0.62,26.4,0.086,121,0.24,7676,28.4609,-99.42281,7997,7166,1496.232208,1099.481301,10722000,7878883,44,SLKW
211514.5,108292.5,3.94,0.62,29.2,0.088,209,0.18,13291,28.82796,-97.79287,5531,4952,1338.449111,1123.173061,6628000,5561953,61,XLINK
135296,76987.5,4.43,0.67,25.5,0.095,183,0.22,6494,28.28156,-99.95614,5458,4884,823.5053235,708.4619165,4022000,3460128,47,SLKW
143896.5,66793.5,3.48,0.5,28.1,0.076,114,0.24,8708,28.53639,-99.031,5933,5294,1630.147337,1459.924443,8630000,7728840,40,XLINK
171437,78808,3.32,0.39,28,0.075,90,0.25,10717,28.92313,-97.9824,4139,3689,1438.872323,908.9720792,5308000,3353198,45,XLINK
251558,117221,3.14,0.4,31,0.071,151,0.22,12369,28.83027,-97.9203,4952,4400,1007.727273,848.0168182,4434000,3731274,40,XLINK
495282.5,279855.5,4.76,0.97,27.6,0.101,85,0.18,8309,28.06466,-99.77791,5385,4782,1991.635299,3801.495609,9524000,18178752,58,XLINK
185169.5,85939.5,3.88,0.62,26.4,0.086,121,0.24,7675,28.46084,-99.42301,6871,6100,1537.04918,1049.417377,9376000,6401446,45,SLKW
174287.5,89548,3.57,0.45,29,0.081,138,0.21,11793,28.77148,-98.02561,3971,3520,1076.704545,806.3630682,3790000,2838398,52,XLINK
700076.5,306718,4.91,1,27.4,0.105,88,0.17,8183,28.07583,-99.78745,4897,4328,2067.005545,3918.800832,8946000,16960570,60,XLINK
818115,287885.5,4.92,1.01,27.3,0.105,85,0.16,8109,28.12914,-99.77296,4355,3826,2023.000523,3821.241244,7740000,14620069,62,XLINK
133902.5,67661.5,4.43,0.67,25.5,0.095,183,0.22,6487,28.28158,-99.95619,5705,4989,867.1076368,765.4034877,4326000,3818598,46,SLKW
428059.5,98879.5,3.87,0.54,27.1,0.087,142,0.21,11612,28.70934,-98.0921,7438,6497,2097.891334,1497.832384,13630000,9731417,55,XLINK
160771,49763,3.18,0.44,29.6,0.071,98,0.23,8290,28.32974,-99.46111,7013,6109,1368.472745,1795.878867,8360000,10971024,52,SLKW
174095,84933.5,3.32,0.39,28,0.075,90,0.25,10702,28.92313,-97.98246,4342,3776,1402.542373,881.3712924,5296000,3328058,45,XLINK
301481,106918,3.93,0.52,24.4,0.085,162,0.27,12231,29.10015,-97.60587,6628,5756,1977.067408,1417.134642,11380000,8157027,49,XLINK
284135.5,170485,2.48,0.14,23.6,0.056,185,0.33,12351,29.38028,-97.23518,5121,4442,2886.537596,2976.661414,12822000,13222330,48,SLKW
267544.5,114654.5,3.94,0.62,29.2,0.088,208,0.18,13271,28.82795,-97.79296,5326,4608,1497.395833,1067.713325,6900000,4920023,63,XLINK
443576.5,139327,3.92,0.52,24.4,0.085,162,0.27,12224,29.10019,-97.60584,6760,5834,2017.140898,1441.901611,11768000,8412054,53,XLINK
393983.5,162603.5,3.61,0.44,23.8,0.079,171,0.28,13001,29.0543,-97.5948,5197,4483,2065.134954,1499.683694,9258000,6723082,57,XLINK
207375.5,97320.5,3.32,0.39,28,0.075,90,0.25,10693,28.92314,-97.98271,6008,5181,1424.821463,952.7398186,7382000,4936145,45,XLINK
350074.5,174719,4.79,0.95,24.3,0.103,162,0.23,12688,28.96193,-97.75177,4636,3997,2122.591944,1465.351013,8484000,5857008,53,XLINK
180148,87917.5,3.88,0.62,26.4,0.086,121,0.24,7666,28.4609,-99.423,5746,4951,1535.043426,1065.718441,7600000,5276372,43,SLKW
630708,316424,4.76,0.97,27.6,0.101,85,0.18,8286,28.06472,-99.778,4992,4300,4381.860465,4056.307442,18842000,17442122,60,XLINK
112410,66668.5,4.42,0.67,25.5,0.095,183,0.22,6539,28.28152,-99.95601,5753,4954,782.3980622,709.2268874,3876000,3513510,48,SLKW
106159.5,66681,4.42,0.67,25.5,0.095,183,0.22,6517,28.28154,-99.95605,5742,4944,889.1585761,773.1771845,4396000,3822588,48,SLKW
300913.5,91777,3.92,0.52,24.4,0.085,162,0.27,12222,29.10025,-97.60582,6079,5215,2020.709492,1439.499521,10538000,7506990,54,XLINK
330233,139191.5,3.6,0.43,23.9,0.079,171,0.28,12992,29.05425,-97.59469,4674,3999,1874.468617,1403.832958,7496000,5613928,55,XLINK
130611.5,47709.5,3.32,0.39,28,0.075,90,0.25,10723,28.92313,-97.98252,4914,4194,1472.579876,960.405341,6176000,4027940,45,XLINK
170094,105392,4.86,0.98,25.1,0.105,244,0.21,13144,28.86679,-97.74117,5010,4254,1539.25717,1140.261166,6548000,4850671,60,XLINK
