sample_index,fluid_type,5720000.00,7354285.71,8988571.43,10622857.14,12257142.86,13891428.57,15525714.29,17160000.00,18794285.71,20428571.43,22062857.14,23697142.86,25331428.57,26965714.29,28600000.00
0,GEL,624140.125,624680.375,625219.5,610071.3125,607040.9375,608144.9375,614823.9375,627123.1875,646027.0625,662118.0,673293.8125,682517.125,690243.5,696428.3125,702981.8125
0,SLKW,598159.25,599191.4375,588626.75,573763.3125,567962.4375,571481.75,583371.8125,602881.0,627230.0625,649535.6875,667320.6875,679843.1875,689716.625,697217.8125,704123.875
0,XLINK,614480.75,627784.75,636502.9375,634763.125,625190.5625,628059.875,634626.8125,648868.0625,667336.8125,683898.9375,695674.625,704833.125,711228.625,717549.9375,722606.1875
1,GEL,326464.59375,375467.625,415718.6875,441822.25,461138.125,476555.25,487055.53125,498491.25,510101.0,529115.6875,548153.125,567797.5,585004.75,597983.125,608666.0
1,SLKW,338912.875,376079.125,407556.5,427179.21875,440899.125,444698.8125,454198.53125,467024.1875,482780.4375,500199.1875,519650.25,539531.6875,560079.5,576927.3125,590471.0625
1,XLINK,319787.15625,361342.25,401223.25,439191.3125,469459.625,483885.4375,493067.375,508768.8125,524550.125,542170.625,563152.5,588066.375,608511.3125,622052.1875,634105.4375
2,GEL,105843.1484375,125076.1796875,142133.90625,156694.4375,166766.3125,173933.53125,178524.921875,181293.21875,177719.484375,168731.65625,159438.53125,149069.453125,140503.3125,134310.625,131797.53125
2,SLKW,133833.359375,150425.109375,164365.375,173910.96875,179963.8125,183046.828125,182513.828125,173125.9375,158042.0,146097.078125,137753.140625,130586.2890625,127059.3828125,126658.984375,128855.671875
2,XLINK,102853.0234375,123127.796875,140328.40625,155081.5,166315.59375,175925.0625,181849.15625,184615.578125,178233.546875,170763.09375,162861.015625,156419.9375,153962.25,152177.671875,154790.40625
3,GEL,271664.09375,294467.15625,315209.9375,332390.65625,344900.65625,350560.40625,339203.0,321390.3125,307187.28125,298764.75,299924.1875,309686.0625,321550.71875,336216.40625,353847.78125
3,SLKW,343783.46875,365820.75,381786.15625,389201.25,389690.3125,378718.78125,348021.90625,317435.46875,298803.1875,289704.4375,284965.125,284545.46875,289076.875,298119.96875,312142.6875
3,XLINK,284515.9375,313039.5,340375.9375,368680.5625,389964.40625,394921.9375,383353.75,369378.375,357914.28125,352821.15625,354182.125,362822.6875,377292.9375,392130.90625,407038.125
4,GEL,449794.875,481310.40625,515112.3125,531548.25,540380.125,541258.625,540542.9375,538004.9375,534501.6875,534349.75,538174.875,542842.8125,546372.625,549944.625,553447.75
4,SLKW,478907.6875,499961.6875,516371.375,530531.1875,531611.4375,533073.8125,531747.25,528214.6875,526600.0,529224.3125,534259.6875,540448.1875,545622.25,549289.125,551762.0625
4,XLINK,468268.5625,510688.5625,537410.4375,554671.625,562429.4375,556662.8125,554179.75,552460.375,548143.1875,545850.1875,550261.125,558132.0625,565063.5625,569463.4375,572910.625
5,GEL,197922.875,215430.609375,233816.0625,250801.796875,259304.03125,251233.9375,234346.8125,216376.4375,200502.640625,195835.453125,196997.8125,199798.8125,210394.140625,224982.46875,241115.875
5,SLKW,182039.359375,202801.328125,214171.25,220850.421875,203582.09375,186683.875,166281.046875,147412.46875,132660.8125,132312.5,136174.71875,143425.40625,153276.96875,166983.8125,185185.828125
5,XLINK,95911.859375,113725.546875,133868.015625,148376.625,151442.03125,149292.46875,137372.46875,125129.390625,120678.1015625,119823.0,121608.0859375,135097.0,157035.09375,182004.28125,208619.0
6,GEL,224165.75,248499.5625,268454.84375,279259.40625,285311.75,287359.6875,291801.5625,307324.59375,332322.21875,357067.8125,384856.59375,412641.6875,438618.4375,463696.09375,489391.125
6,SLKW,150067.90625,159471.34375,168542.3125,171471.984375,171195.28125,174304.109375,181863.78125,199094.28125,223609.46875,250276.15625,282812.125,315014.71875,346961.0625,377404.5,408664.5
6,XLINK,107478.46875,108874.9375,115600.21875,125936.359375,131323.5,142338.125,159261.875,180892.4375,204032.5625,233497.296875,268288.0,306135.1875,347408.90625,389033.6875,427499.0625
7,GEL,389102.6875,373498.28125,357807.6875,354346.90625,357191.21875,371264.1875,392229.71875,421264.625,454402.875,491347.9375,528738.8125,568307.875,608184.9375,644617.5,677114.8125
7,SLKW,309312.09375,286298.34375,269532.125,259948.65625,258684.546875,269585.75,285614.46875,312774.0,345476.25,387384.34375,431388.125,475144.5625,518666.125,561982.1875,603955.0
7,XLINK,347381.71875,335800.78125,338325.0,343774.5,352899.0625,364077.8125,378187.125,405402.9375,438616.8125,476947.9375,521854.4375,567602.4375,611895.3125,655568.75,693788.6875
8,GEL,169014.1875,196205.71875,230433.03125,270639.1875,298151.40625,303665.0625,312741.25,324267.9375,333960.375,344967.125,357877.3125,376616.6875,399559.65625,424558.03125,448169.625
8,SLKW,157121.65625,162983.6875,189331.984375,222613.46875,239471.4375,251735.546875,265484.96875,281876.125,296897.9375,310800.21875,329685.6875,348736.625,369532.375,395449.125,421336.34375
8,XLINK,129284.4296875,148126.96875,172359.5625,200281.1875,220012.390625,237700.890625,254630.40625,274087.1875,299092.5625,328583.0,362724.5625,397854.15625,429715.8125,459536.34375,487457.1875
9,GEL,321389.125,331105.6875,339399.5625,350245.0625,368449.25,386693.03125,405935.3125,431334.78125,464609.3125,505296.5625,544544.4375,583494.5,617989.8125,652915.0,682304.0625
9,SLKW,230901.375,231821.90625,225761.59375,231263.796875,245606.46875,264449.28125,285929.125,310822.75,345779.0625,386287.625,426701.1875,467968.75,509426.5,544892.375,577349.4375
9,XLINK,199909.484375,200768.21875,198155.15625,194883.5625,207550.296875,225347.15625,246390.125,283862.125,333303.6875,385656.3125,445115.625,500214.3125,550933.3125,596279.6875,636902.8125
10,GEL,211783.203125,239522.125,268571.25,284926.0625,293498.21875,289202.75,287459.75,297224.15625,316815.0,336174.84375,357549.25,379801.0625,401377.3125,422029.5,441789.3125
10,SLKW,271681.21875,297105.8125,318539.5,333435.46875,334301.09375,326487.15625,315748.09375,312767.0625,316887.28125,330774.53125,348339.84375,369746.125,390326.4375,410368.875,429364.0
10,XLINK,207091.65625,242178.1875,280238.125,310132.875,320811.5,315907.1875,311192.0,319975.96875,340088.75,365823.4375,392132.75,417086.4375,441255.5,463820.1875,484816.125
11,GEL,225320.203125,236878.890625,248502.1875,257695.734375,265762.84375,272490.125,275724.8125,271733.375,261334.46875,255616.203125,249699.640625,243823.109375,240410.765625,239624.78125,242381.765625
11,SLKW,251953.34375,261709.125,270613.40625,278090.28125,281422.8125,281211.0625,274280.40625,263088.15625,252410.5,242239.984375,233145.140625,229072.734375,225202.9375,224199.671875,224284.078125
11,XLINK,193675.609375,200172.125,205963.484375,209339.4375,211378.203125,216053.796875,219457.5,215522.0625,214410.53125,214325.296875,213465.859375,212870.328125,210507.375,213595.484375,224446.546875
12,GEL,149841.96875,184847.328125,217537.09375,248541.46875,274684.5,305626.625,320697.84375,326504.625,338974.5625,351210.34375,364521.5,380705.1875,397106.0,414399.75,432612.0625
12,SLKW,197436.640625,226442.890625,256611.078125,283490.9375,307516.3125,330709.4375,337759.875,337520.65625,342243.03125,350842.53125,357638.75,367831.3125,379369.625,393277.6875,411324.65625
12,XLINK,155937.03125,196552.09375,235606.5625,276845.03125,312553.5,342372.75,355427.125,357295.5,362548.9375,375809.21875,393461.21875,413193.1875,433993.96875,453851.3125,472689.90625
13,GEL,361084.75,410459.1875,457052.40625,499599.875,523454.0625,534355.875,537343.6875,540218.75,547785.75,565544.125,584853.125,603384.0,619480.3125,633817.4375,646708.75
13,SLKW,368588.8125,404324.5625,438313.5625,466386.5625,477004.5625,479129.03125,481822.96875,486942.25,498037.0,516952.3125,538252.375,560063.25,580544.625,599426.0,617612.1875
13,XLINK,397068.1875,451869.0,500495.9375,541648.375,560839.25,570723.8125,577760.25,581917.375,588557.25,603886.625,623678.5625,641424.0,656543.125,672001.25,685650.0
14,GEL,212443.640625,227008.609375,242259.84375,257394.515625,266833.96875,281909.03125,293742.6875,295069.03125,290865.6875,301841.25,315092.90625,332396.125,349616.4375,367420.8125,386916.75
14,SLKW,239862.03125,257062.515625,272680.5,286869.5625,299496.0,305200.21875,300447.1875,291434.25,281087.3125,282268.78125,289044.65625,300051.4375,319261.875,341871.625,367394.1875
14,XLINK,182747.109375,196005.8125,208750.78125,218383.3125,233911.6875,252534.640625,270198.6875,281082.4375,290532.0625,301681.6875,314665.6875,339506.21875,366322.875,391854.3125,415623.5
15,GEL,212223.9375,222787.171875,232668.40625,240371.453125,245292.0625,237246.8125,227155.09375,217143.4375,202143.921875,190470.796875,185765.765625,183147.90625,182462.828125,182821.4375,186210.5625
15,SLKW,151416.453125,149520.046875,152477.96875,152472.578125,145432.875,138833.4375,129892.7734375,121084.9453125,112552.90625,110615.546875,114092.546875,118299.5859375,120829.34375,123242.390625,127121.0390625
15,XLINK,103062.15625,102107.703125,105689.4296875,113264.09375,115683.765625,109295.859375,103294.6015625,96873.265625,98043.4765625,100794.484375,101778.6484375,102485.265625,109119.703125,117640.53125,129507.6640625
16,GEL,140970.03125,150919.28125,161667.8125,173655.46875,185660.859375,207834.046875,221753.5625,223135.96875,228674.921875,241418.015625,253818.75,267457.1875,284490.40625,305976.09375,327841.6875
16,SLKW,153868.53125,168427.65625,180230.953125,194126.59375,196276.28125,194671.234375,197724.59375,196242.796875,200539.75,212879.125,228107.40625,244473.984375,261840.6875,283006.34375,306915.875
16,XLINK,87710.390625,97992.75,107684.03125,124280.8828125,147027.140625,172509.328125,183178.765625,190136.3125,201780.765625,217804.203125,241183.671875,271086.4375,301095.0,329474.03125,357101.46875
17,GEL,192906.234375,210492.03125,229391.703125,245450.109375,248785.234375,233039.75,210598.703125,194327.21875,187973.21875,188113.46875,188914.21875,192777.25,207288.15625,225704.609375,247354.84375
17,SLKW,168335.71875,184129.109375,197107.6875,200143.015625,186499.0,169728.65625,147208.890625,131885.421875,126308.6875,131344.40625,138255.59375,146577.34375,158774.15625,176553.375,198482.8125
