sample_index,fluid_type,1720000.00,2211428.57,2702857.14,3194285.71,3685714.29,4177142.86,4668571.43,5160000.00,5651428.57,6142857.14,6634285.71,7125714.29,7617142.86,8108571.43,8600000.00
0,GEL,212230.84375,218404.890625,226985.453125,236486.75,246692.375,257389.90625,267296.84375,277551.59375,290555.875,305627.8125,326320.8125,348528.78125,370155.5,391700.90625,411821.125
0,SLKW,194535.65625,196169.78125,199147.953125,204094.25,210139.75,216173.4375,221803.375,229186.0625,240047.15625,257279.6875,277387.1875,299545.25,321656.625,344079.0,366775.59375
0,XLINK,243918.625,247926.796875,253345.265625,258689.640625,262932.21875,268524.75,277943.125,289871.28125,307911.5,327895.75,348930.78125,369092.3125,388708.5625,407911.5,428013.53125
1,GEL,127265.1484375,136182.09375,145101.28125,155212.9375,166011.375,176757.6875,186864.4375,196311.640625,205479.53125,214546.65625,225036.578125,235807.609375,244661.40625,252663.328125,260137.984375
1,SLKW,119113.03125,130011.2578125,141197.8125,154107.09375,167042.8125,179994.125,192149.828125,204297.65625,216071.359375,226136.21875,232450.734375,238512.078125,246972.625,254532.1875,264333.65625
1,XLINK,177346.421875,187676.8125,197547.390625,207376.75,216954.125,225708.59375,233178.421875,241084.328125,248028.328125,255101.28125,258915.40625,261778.3125,267367.75,276068.53125,282956.125
2,GEL,26235.140625,30965.421875,35405.703125,39501.453125,43619.359375,47765.59375,52463.984375,57359.5625,62338.703125,67634.265625,72889.546875,78175.859375,83430.453125,88524.21875,92953.3125
2,SLKW,45642.546875,51716.234375,57813.515625,63961.703125,70129.9375,75623.046875,80998.140625,86151.390625,91473.3125,97206.734375,102789.6484375,108352.8203125,113481.0234375,118217.8984375,122916.546875
2,XLINK,2814.234375,7835.6875,12886.53125,17941.734375,23120.875,27961.75,32631.875,37367.625,42159.859375,46998.953125,51985.140625,57890.5625,63831.9375,69775.3125,75264.734375
3,GEL,81230.09375,86815.5,95262.546875,103637.296875,111905.7265625,120748.0859375,129197.8203125,137358.328125,146094.453125,154944.953125,163463.21875,171213.09375,179034.65625,183621.4375,187293.34375
